4.32, 266.465, 172.962, 172.962
4.33, 268.198, 173.74, 173.74
4.34, 269.94, 174.52, 174.52
4.35, 271.689, 175.302, 175.302
4.36, 273.446, 176.086, 176.086
4.37, 275.21, 176.872, 176.872
4.38, 276.983, 177.66, 177.66
4.39, 278.764, 178.449, 178.449
4.4, 280.552, 179.24, 179.24
4.41, 282.348, 180.033, 180.033
4.42, 284.153, 180.828, 180.828
4.43, 285.965, 181.624, 181.624
4.44, 287.785, 182.422, 182.422
4.45, 289.613, 183.222, 183.222
4.46, 291.45, 184.024, 184.024
4.47, 293.294, 184.828, 184.828
4.48, 295.146, 185.634, 185.634
4.49, 297.007, 186.441, 186.441
4.5, 298.875, 187.25, 187.25
4.51, 300.752, 188.061, 188.061
4.52, 302.636, 188.874, 188.874
4.53, 304.529, 189.688, 189.688
4.54, 306.43, 190.504, 190.504
4.55, 308.339, 191.322, 191.322
4.56, 310.256, 192.142, 192.142
4.57, 312.182, 192.964, 192.964
4.58, 314.116, 193.788, 193.788
4.59, 316.058, 194.613, 194.613
4.6, 318.008, 195.44, 195.44
4.61, 319.967, 196.269, 196.269
4.62, 321.933, 197.1, 197.1
4.63, 323.909, 197.932, 197.932
4.64, 325.892, 198.766, 198.766
4.65, 327.884, 199.602, 199.602
4.66, 329.884, 200.44, 200.44
4.67, 331.893, 201.28, 201.28
4.68, 333.91, 202.122, 202.122
4.69, 335.935, 202.965, 202.965
4.7, 337.969, 203.81, 203.81
4.71, 340.011, 204.657, 204.657
4.72, 342.062, 205.506, 205.506
4.73, 344.121, 206.356, 206.356
4.74, 346.189, 207.208, 207.208
4.75, 348.266, 208.062, 208.062
4.76, 350.351, 208.918, 208.918
4.77, 352.444, 209.776, 209.776
4.78, 354.546, 210.636, 210.636
4.79, 356.657, 211.497, 211.497
4.8, 358.776, 212.36, 212.36
4.81, 360.904, 213.225, 213.225
4.82, 363.041, 214.092, 214.092
4.83, 365.186, 214.96, 214.96
4.84, 367.34, 215.83, 215.83
4.85, 369.502, 216.702, 216.702
4.86, 371.674, 217.576, 217.576
4.87, 373.854, 218.452, 218.452
4.88, 376.043, 219.33, 219.33
4.89, 378.241, 220.209, 220.209
4.9, 380.447, 221.09, 221.09
4.91, 382.662, 221.973, 221.973
4.92, 384.886, 222.858, 222.858
4.93, 387.119, 223.744, 223.744
4.94, 389.361, 224.632, 224.632
4.95, 391.612, 225.522, 225.522
4.96, 393.872, 226.414, 226.414
4.97, 396.14, 227.308, 227.308
4.98, 398.418, 228.204, 228.204
4.99, 400.704, 229.101, 229.101
5, 403, 230, 230
5.01, 405.305, 230.901, 230.901
5.02, 407.618, 231.804, 231.804
5.03, 409.941, 232.708, 232.708
5.04, 412.272, 233.614, 233.614
5.05, 414.613, 234.522, 234.522
5.06, 416.963, 235.432, 235.432
5.07, 419.322, 236.344, 236.344
5.08, 421.69, 237.258, 237.258
5.09, 424.067, 238.173, 238.173
5.1, 426.453, 239.09, 239.09
5.11, 428.848, 240.009, 240.009
5.12, 431.253, 240.93, 240.93
5.13, 433.667, 241.852, 241.852
5.14, 436.09, 242.776, 242.776
5.15, 438.523, 243.702, 243.702
5.16, 440.964, 244.63, 244.63
5.17, 443.415, 245.56, 245.56
5.18, 445.875, 246.492, 246.492
5.19, 448.345, 247.425, 247.425
5.2, 450.824, 248.36, 248.36
5.21, 453.312, 249.297, 249.297
5.22, 455.81, 250.236, 250.236
5.23, 458.317, 251.176, 251.176
5.24, 460.833, 252.118, 252.118
5.25, 463.359, 253.062, 253.062
5.26, 465.895, 254.008, 254.008
5.27, 468.44, 254.956, 254.956
5.28, 470.994, 255.906, 255.906
5.29, 473.558, 256.857, 256.857
5.3, 476.131, 257.81, 257.81
5.31, 478.714, 258.765, 258.765
5.32, 481.306, 259.722, 259.722
5.33, 483.908, 260.68, 260.68
5.34, 486.52, 261.64, 261.64
5.35, 489.141, 262.602, 262.602
5.36, 491.772, 263.566, 263.566
5.37, 494.412, 264.532, 264.532
5.38, 497.063, 265.5, 265.5
5.39, 499.722, 266.469, 266.469
5.4, 502.392, 267.44, 267.44
5.41, 505.071, 268.413, 268.413
5.42, 507.76, 269.388, 269.388
5.43, 510.459, 270.364, 270.364
5.44, 513.168, 271.342, 271.342
